iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
869,90879,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Medidas de resposta à saúde mental em Portugal,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f44686c4d544d7a595441744e6a4d354d793030596d59354c546b3059324574595441774e3249334d57466c4e546b334c6d52765933673d&fich=88e133a0-6393-4bf9-94ca-a007b71ae597.docx&Inline=true,,"
      ","
      ","
      ",45658,BE,Votação final global,G,Grupos Parlamentares,BE,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
1118,90869,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda a reativação da campanha de sensibilização ambiental “O clima é connosco”,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d4445314d6a55315a5751744d7a49325a5330304d5456694c546c695a544d74596d4d77597a5a6c4e324a684f5759354c6d527659773d3d&fich=015255ed-326e-415b-9be3-bc0c6e7ba9f9.doc&Inline=true,,"
      ","
      ","
      ",110530,PSD,Votação Deliberação,G,Grupos Parlamentares,PSD,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,,63,RP,Abstenção,A Favor,Abstenção,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,2021-05-06,,,,,,,,,,2021,l14
1114,90885,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela realização de concursos que preencham as necessidades das escolas e não excluam professores,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a46694e324d314d5755745a6a426b597930305a474d354c5749324f574d744f4441345a4445334d3245345a57526d4c6d527659773d3d&fich=31b7c51e-f0dc-4dc9-b69c-808d173a8edf.doc&Inline=true,,"
      ","
      ","
      ",110524,BE,Votação final global,G,Grupos Parlamentares,BE,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 1114/XIV/2.ª (BE)  e 1122/XIV/2.ª (PSD)",63,RP,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
381,90895,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Requerimento avocação plenário,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,"Requerimento, apresentado pelo PCP, de avocação pelo Plenário da votação na especialidade do Projeto de Lei n.º 381/XIV/1.ª (PCP).
Requerimento, apresentado pelo BE, de avocação pelo Plenário da votação na especialidade das propostas de alteração e aditamento ao Projeto de Lei n.º 381/XIV/1.ª (PCP).",66,RP,,,,,,,,,Ausência,,,2021-05-14,"
      ",unanime,,,,,CRISTINA RODRIGUES (Ninsc),,,2021,l14
1227,90952,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo que proceda ao resgate para o Estado do Sistema Integrado para a Rede de Emergência e Segurança de Portugal (SIRESP),SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f5449354d544533595441745a474933597930304d54686b4c57466859546774595759305a54466c4f446c69596d4a6c4c6d527659773d3d&fich=929117a0-db7c-418d-aaa8-af4e1e89bbbe.doc&Inline=true,,"
      ","
      ","
      ",110721,BE,Votação na generalidade,G,Grupos Parlamentares,BE,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Rejeitado,,66,RP,Contra,Contra,A Favor,A Favor,Abstenção,A Favor,A Favor,Contra,,A Favor,Contra,2021-05-14,,,Substituição de texto de iniciativa em 2021-04-28.,,,,,,,2021,l14
724,90948,I,J,Projeto de Lei,XIV,2,2020-09-15,2021-09-14,"Regime extraordinário de apoio à manutenção de habitação e espaços comerciais no período de mitigação e recuperação do SARS Cov-2  (6.ª alteração à Lei n.º 4-C/2020, de 6 de abril)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d3245315a6d45774d574d745957497a4e4330305a4752684c574a694e4467744f444d794f5449354f5751794d5467344c6d527659773d3d&fich=3a5fa01c-ab34-4dda-bb48-8329299d2188.doc&Inline=true,,"
      ","
      ","
      ",110461,BE,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,BE,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Requerimento, apresentado pelo BE, de baixa à Comissão de Economia, Inovação, Obra Públicas e Habitação, sem votação, pelo período de 30 dias, do Projeto de Lei n.º 724/XIV/2.ª (BE)",66,RP,,,,,,,,,Ausência,,,2021-05-14,"
      ",unanime,,,,,CRISTINA RODRIGUES (Ninsc),,,2021,l14
381,90899,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 1 do artigo 3.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
1017,90942,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela inclusão do desporto no acesso aos fundos do Plano de Recuperação e Resiliência e do Quadro Financeiro Plurianual 2021-2027 ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595459774f4452694d446774596a4d79595330304e446c694c546b775a6d55744f546b304e7a64695a574a6b4e4759784c6d527659773d3d&fich=a6084b08-b32a-449b-90fe-99477bebd4f1.doc&Inline=true,,"
      ","
      ","
      ",110381,PSD,Votação Deliberação,G,Grupos Parlamentares,PSD,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,,66,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2021-05-14,,,,,,,,,,2021,l14
381,90896,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 1 do artigo 1.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90897,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 2 do artigo 1.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90898,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,Artigo 2.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
1250,90926,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Alargar aos idosos o âmbito e as competências da atual Comissão Nacional de Promoção dos Direitos e Proteção das Crianças e Jovens,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a673459574d7a4d4759744d5459794e4330304d5751774c57466c4d6d49744e445979596a686b4d54686b4d7a646d4c6d52765933673d&fich=b88ac30f-1624-41d0-ae2b-462b8d18d37f.docx&Inline=true,,"
      ","
      ","
      ",110761,CDS-PP,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Rejeitado,,66,RP,Contra,Abstenção,Contra,Contra,A Favor,A Favor,Contra,Abstenção,,Contra,Abstenção,2021-05-14,,,,,,,,,,2021,l14
381,90900,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 2 do artigo 3.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
1248,90947,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela urgente intervenção no Centro Hospitalar do Oeste,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451304d44417a5a5749744d446c6b4d5330304e44466c4c54686b4e5467744e6a68694e7a4d314d57497959544d314c6d527659773d3d&fich=a44003eb-09d1-441e-8d58-68b7351b2a35.doc&Inline=true,,"
      ","
      ","
      ",110755,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,7424,Comissão de Saúde,N,Aprovado,,66,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2021-05-14,,,,,,,,,,2021,l14
381,90906,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 1 do artigo 4.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90902,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,Alínea a) do n.º 3 do artigo 3.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
1142,90933,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Contra a poluição do Rio Nabão,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f4449344d7a59784d6a59744e6a67794d6930304f54466d4c546735597a67744d6a4d334d7a59334d7a526b4f5746694c6d527659773d3d&fich=82836126-6822-491f-89c8-23736734d9ab.doc&Inline=true,,"
      ","
      ","
      ",110565,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,,66,RP,,,,,,,,,Ausência,,,2021-05-14,,unanime,,,,,CRISTINA RODRIGUES (Ninsc),,,2021,l14
381,90913,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação final global,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90912,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,Artigo 6.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90911,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,Artigo 5.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
1125,90937,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Medidas para a preservação dos habitats e salvaguarda das espécies endémicas ameaçadas ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a57526c4d6a4e694d6a5174596a55784f433030597a68684c546c68595463744e546b334f474d324f546b304e7a677a4c6d527659773d3d&fich=ede23b24-b518-4c8a-9aa7-5978c6994783.doc&Inline=true,,"
      ","
      ","
      ",110544,PEV,Votação na generalidade,G,Grupos Parlamentares,PEV,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,,66,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,Abstenção,2021-05-14,,,,,,,,,,2021,l14
381,90910,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Rejeitado,Proposta de alteração do BE - aditamento de um artigo 4.º-B ,66,RP,Contra,A Favor,A Favor,A Favor,Abstenção,Contra,A Favor,Abstenção,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90909,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Rejeitado,Proposta de alteração do BE - aditamento de um artigo 4.º-A,66,RP,Contra,Contra,A Favor,Contra,Contra,Contra,Contra,Abstenção,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90908,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 3 do artigo 4.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
381,90907,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Cria uma medida de apoio aos custos com a eletricidade no setor agrícola e agropecuário (eletricidade verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51304d4441324e6a55744d5463304d4330305a5452684c546c6c4e4449745a5751314d4441784d3249775a546b774c6d52765933673d&fich=74400665-1740-4e4a-9e42-ed50013b0e90.docx&Inline=true,,"
      ","
      ","
      ",44874,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7384,Comissão de Agricultura e Mar,S,Aprovado,N.º 2 do artigo 4.º,66,RP,Contra,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,,A Favor,Contra,2021-05-14,"
      ",,,,,,,,,2021,l14
